"year","county","municip_number","municip","aqua_prod","total_catch","sea_area","wageco","population","popgrowth","unemployed"
2011,"Troms",1928,"Torsken",13293.875352,4749.9254,832.68,2.6,911,-3,13
2011,"Troms",1929,"Berg",4338.387028,17344.3874,836.66,2.3,907,6,26
2011,"Troms",1931,"Lenvik",7623.195257,3492.2569,702.95,2.3,11294,63,148
2011,"Troms",1936,"Karlsoy",8714.946023,8677.0082,4796.75,2.4,2357,-23,37
2011,"Troms",1938,"Lyngen",3275.433627,616.9603,487.07,2.4,3086,-21,37
2011,"Troms",1939,"Storfjord",NA,0,62.6,2.3,1894,-1,34
2011,"Troms",1940,"Kafjord",887.798704,3.3333,124.17,2.3,2185,1,54
2011,"Troms",1941,"Skjervoy",6788.638843,5642.1951,1088,2.3,2885,-15,60
2011,"Troms",1942,"Nordreisa",1310.997923,275.0851,243.72,2.3,4805,-31,68
2011,"Troms",1943,"Kvaenangen",4573.893608,615.4608,573.01,2.3,1294,-8,20
2011,"Nordland",1804,"Bodo",NA,24242.9237,3431.45,2.4,47847,157,732
2011,"Nordland",1811,"Bindal",10281.027497,159.3248,641.29,2.2,1592,-12,25
2011,"Nordland",1812,"Somna",452.490777,0.1215,594.84,2.3,2025,-1,21
2011,"Nordland",1813,"Bronnoy",9803.385373,542.4367,1052.81,2.3,7719,23,122
2011,"Nordland",1815,"Vega",1422.228051,189.8769,2756.44,2.4,1270,-9,19
2011,"Nordland",1816,"Vevelstad",6772.829655,116.4606,122.2,2.4,520,-2,NA
2011,"Nordland",1818,"Heroy",1852.133961,364.5998,2197.73,2.6,1649,7,53
2011,"Nordland",1820,"Alstahaug",6866.194776,2.3208,397.61,2.4,7296,32,153
2011,"Nordland",1824,"Vefsn",935.479636,0,101.49,2.2,13307,-25,191
2011,"Nordland",1827,"Donna",7451.240866,679.7231,567.37,2.5,1449,-5,30
2011,"Nordland",1828,"Nesna",4157.572973,7.6201,219.63,2.6,1808,0,39
2011,"Nordland",1833,"Rana",3300.927639,145.769,128.29,2.2,25499,66,410
2011,"Nordland",1834,"Luroy",9249.450353,461.964,1072.51,2.5,1912,4,23
2011,"Nordland",1835,"Traena",2338.948047,22538.6882,1777.3,2.8,490,-4,9
2011,"Nordland",1836,"Rodoy",11569.640765,1220.9549,2391.77,2.3,1294,5,17
2011,"Nordland",1837,"Meloy",7879.096262,1106.9712,1872.46,2.4,6650,12,67
2011,"Nordland",1838,"Gildeskal",7800.326442,23.7825,837.6,2.2,2020,-19,38
2011,"Nordland",1840,"Saltdal",1025.250534,0,29.77,2.3,4672,-1,98
2011,"Nordland",1841,"Fauske",4098.543187,63.7541,84.29,2.3,9533,-23,186
2011,"Nordland",1845,"Sorfold",8737.227504,451.3029,192.04,2.3,1989,5,26
2011,"Nordland",1848,"Steigen",17432.137829,1389.4852,2475.41,2.5,2619,-14,58
2011,"Nordland",1849,"Hamaroy",2389.759032,0.7328,528.96,2.5,1771,-1,25
2011,"Nordland",1850,"Tysfjord",8635.451305,528.4989,465.3,2.3,2002,-14,49
2011,"Nordland",1851,"Lodingen",4683.279347,21782.9054,516.46,2.3,2196,6,28
2011,"Nordland",1854,"Ballangen",1713.477315,2.0796,260.93,2.3,2620,12,28
2011,"Nordland",1859,"Flakstad",2994.134522,8635.4137,994.01,2.2,1360,8,29
2011,"Nordland",1860,"Vestvagoy",NA,12260.7577,1685.01,2.4,10780,36,207
2011,"Nordland",1865,"Vagan",10164.431817,31914.7507,1608.35,2.4,9023,0,187
2011,"Nordland",1866,"Hadsel",10901.430102,883.1478,617.87,2.4,7924,3,130
2011,"Nordland",1867,"Bo",7366.07945,13284.6531,1579.07,2.4,2790,-42,58
2011,"Nordland",1868,"Oksnes",10490.160932,19405.8674,1495.68,2.5,4432,43,110
2011,"Nordland",1870,"Sortland",5103.404981,1691.0207,371.13,2.4,9856,44,208
2012,"Finnmark",2004,"Hammerfest",13083.963033,8427.063,2379.58,2.5,9934,-1,137
2012,"Finnmark",2012,"Alta",21676.724956,316.3778,708.22,2.4,19282,78,298
2012,"Finnmark",2014,"Loppa",13600.656098,2029.2816,2119.69,2.4,1087,-4,20
2012,"Finnmark",2017,"Kvalsund",10516.535076,0,299.43,2.3,1010,6,23
2012,"Finnmark",2018,"Masoy",5544.681861,30457.7181,2746.77,2.6,1243,4,40
2012,"Finnmark",2019,"Nordkapp",4501.978025,13614.7229,3172.78,2.7,3228,-15,89
2012,"Finnmark",2022,"Lebesby",5603.964197,4185.1328,2269.84,2.4,1356,4,38
2012,"Finnmark",2027,"Nesseby",8745.886839,444.8615,200.5,2.5,901,4,15
2012,"Finnmark",2030,"Sor-Varanger",4301.646547,534.4533,1135.7,2.4,9860,65,95
2012,"Troms",1902,"Tromso",8408.254808,46853.8555,2767.33,2.6,69116,402,971
2012,"Troms",1903,"Harstad",19610.350071,1475.9675,1075.25,2.5,0,0,NA
2012,"Troms",1911,"Kvaefjord",10608.201248,122.2752,189.03,2.4,3025,3,33
2012,"Troms",1913,"Skanland",2906.23256,0.7383,85.75,2.4,2972,3,35
2012,"Troms",1917,"Ibestad",10079.890597,0.9969,351.66,2.5,1410,0,19
2012,"Troms",1920,"Lavangen",971.832644,0,22.93,2.1,1016,-1,14
2012,"Troms",1923,"Salangen",3474.028943,3.354,63.61,2.4,2214,-9,30
2012,"Troms",1925,"Sorreisa",2316.505498,0,29.87,2.2,3381,2,36
2012,"Troms",1926,"Dyroy",7816.728931,0,181.21,2.3,1188,0,19
2012,"Troms",1927,"Tranoy",12734.295398,0,414.56,2.4,1524,0,17
2012,"Troms",1928,"Torsken",9768.416684,6127.9113,832.68,2.6,892,-5,21
2012,"Troms",1929,"Berg",4155.212161,19601.9225,836.66,2.6,887,1,12
2012,"Troms",1931,"Lenvik",5129.989853,3520.9486,702.95,2.4,11345,53,93
2012,"Troms",1936,"Karlsoy",6849.693258,13308.9133,4796.75,2.5,2355,-28,26
2012,"Troms",1938,"Lyngen",1188.848548,902.5279,487.07,2.5,3028,-8,46
2012,"Troms",1940,"Kafjord",5254.781808,7.2137,124.17,2.3,2210,-4,47
2012,"Troms",1941,"Skjervoy",13440.351026,7630.3836,1088,2.3,2880,1,63
2012,"Troms",1942,"Nordreisa",7168.557045,430.7151,243.72,2.4,4807,3,88
2012,"Troms",1943,"Kvaenangen",6166.199391,356.6899,573.01,2.3,1284,-1,24
2012,"Nordland",1804,"Bodo",912.069024,10676.1318,3431.45,2.4,48422,156,651
2012,"Nordland",1805,"Narvik",3741.632545,5.8062,200.61,2.5,18473,-4,237
2012,"Nordland",1811,"Bindal",13044.111856,98.8417,641.29,2.2,1562,3,17
2012,"Nordland",1812,"Somna",480.238012,0.0491,594.84,2.4,2038,-9,15
2012,"Nordland",1813,"Bronnoy",5475.600601,734.2796,1052.81,2.4,7778,11,88
2012,"Nordland",1815,"Vega",5335.186859,0.2928,2756.44,2.6,1256,-4,18
2012,"Nordland",1816,"Vevelstad",3313.382939,60.472,122.2,2.4,511,-3,5
2012,"Nordland",1818,"Heroy",7448.047426,384.1046,2197.73,2.6,1711,-3,38
2012,"Nordland",1820,"Alstahaug",7869.309279,0.484,397.61,2.5,7372,-17,119
2012,"Nordland",1822,"Leirfjord",1247.334467,12.09,130.95,2.6,2107,10,29
2012,"Nordland",1824,"Vefsn",3265.592397,0,101.49,2.3,13258,14,149
2012,"Nordland",1827,"Donna",3337.95917,532.8618,567.37,2.4,1433,5,23
2012,"Nordland",1828,"Nesna",4900.823503,11.1386,219.63,2.6,1813,3,25
2012,"Nordland",1833,"Rana",1885.255335,4.077,128.29,2.2,25652,41,290
2012,"Nordland",1834,"Luroy",9243.651922,498.3277,1072.51,2.4,1937,3,42
2012,"Nordland",1835,"Traena",2563.013568,13405.9958,1777.3,2.5,497,-3,8
2012,"Nordland",1836,"Rodoy",24384.887056,1086.2645,2391.77,2.3,1320,-12,13
2012,"Nordland",1837,"Meloy",9561.202982,1260.3362,1872.46,2.4,6657,-17,124
2012,"Nordland",1838,"Gildeskal",12367.35435,216.0343,837.6,2.3,2000,1,25
2012,"Nordland",1840,"Saltdal",4258.574965,0.015,29.77,2.3,4710,-3,94
2012,"Nordland",1841,"Fauske",1793.594806,39.8322,84.29,2.3,9513,-7,167
2012,"Nordland",1845,"Sorfold",9169.924582,155.6319,192.04,2.3,2003,-6,39
2012,"Nordland",1848,"Steigen",16448.728412,1014.4447,2475.41,2.5,2609,-8,53
2012,"Nordland",1849,"Hamaroy",3862.092704,0.0978,528.96,2.4,1783,5,17
2012,"Nordland",1850,"Tysfjord",12656.460563,430.6601,465.3,2.4,1956,18,45
2012,"Nordland",1851,"Lodingen",8239.503566,24478.2219,516.46,2.5,2179,38,18
2012,"Nordland",1854,"Ballangen",1386.647926,0,260.93,2.4,2616,3,33
2012,"Nordland",1859,"Flakstad",3683.248774,9977.77,994.01,2.5,1383,10,21
2012,"Nordland",1860,"Vestvagoy",4263.024405,9796.9505,1685.01,2.4,10848,-17,189
2012,"Nordland",1865,"Vagan",10619.006885,32080.6684,1608.35,2.5,9086,61,152
2012,"Nordland",1866,"Hadsel",5448.915687,829.9487,617.87,2.4,7937,27,148
2012,"Nordland",1867,"Bo",7065.807854,14565.6668,1579.07,2.5,2720,-7,54
2012,"Nordland",1868,"Oksnes",8524.384315,22465.6777,1495.68,2.6,4467,-1,97
2012,"Nordland",1870,"Sortland",4988.663652,1.11,371.13,2.4,9983,13,210
2013,"Finnmark",2004,"Hammerfest",17294.321146,7547.3656,2379.58,2.6,10072,37,132
2013,"Finnmark",2012,"Alta",21741.899001,13.9736,708.22,2.4,19646,86,322
2013,"Finnmark",2014,"Loppa",11047.063736,498.6596,2119.69,2.6,1070,-8,30
2013,"Finnmark",2017,"Kvalsund",5203.841074,22,299.43,2.5,1036,-1,24
2013,"Finnmark",2018,"Masoy",3879.185738,34820.2564,2746.77,2.5,1240,5,31
2013,"Finnmark",2019,"Nordkapp",4021.170019,13180.826,3172.78,2.7,3205,-1,106
2013,"Finnmark",2022,"Lebesby",7408.071581,3861.5517,2269.84,2.3,1339,-10,34
2013,"Finnmark",2027,"Nesseby",3947.129526,376.9284,200.5,2.8,882,5,11
2013,"Finnmark",2030,"Sor-Varanger",10840.4343,231.6212,1135.7,2.4,9968,46,107
2013,"Troms",1902,"Tromso",11727.0165,49214.001,2767.33,2.6,70358,460,884
2013,"Troms",1903,"Harstad",13308.862336,2033.8865,1075.25,2.5,24291,18,277
2013,"Troms",1911,"Kvaefjord",5820.023285,4.1853,189.03,2.5,3082,5,41
2013,"Troms",1913,"Skanland",5265.92605,0.549,85.75,2.5,2940,-5,33
2013,"Troms",1917,"Ibestad",9190.96897,0.3375,351.66,2.4,1421,0,8
2013,"Troms",1919,"Gratangen",1303.40222,0.4384,61.93,2.4,1119,3,NA
2013,"Troms",1920,"Lavangen",4904.564752,0,22.93,2.1,1012,-5,19
2013,"Troms",1923,"Salangen",6822.275782,1.974,63.61,2.5,2220,1,30
2013,"Troms",1925,"Sorreisa",1101.828267,0,29.87,2.3,3407,5,28
2013,"Troms",1926,"Dyroy",6380.741451,0,181.21,2.3,1190,-4,19
2013,"Troms",1927,"Tranoy",16636.37091,0,414.56,2.4,1514,11,15
2013,"Troms",1928,"Torsken",8390.578843,6221.5239,832.68,2.7,880,4,17
2013,"Troms",1929,"Berg",8481.81543,20888.0971,836.66,2.7,924,-8,23
2013,"Troms",1931,"Lenvik",7241.371297,3131.4473,702.95,2.4,11455,1,101
2013,"Troms",1936,"Karlsoy",6822.924562,11294.8844,4796.75,2.5,2317,18,24
2013,"Troms",1938,"Lyngen",4233.05406,788.4934,487.07,2.5,3013,-11,40
2013,"Troms",1940,"Kafjord",2954.21314,0.7385,124.17,2.5,2208,-2,40
2013,"Troms",1941,"Skjervoy",11559.320543,5429.7642,1088,2.3,2905,-3,70
2013,"Troms",1942,"Nordreisa",6152.874653,674.8357,243.72,2.5,4850,2,79
2013,"Troms",1943,"Kvaenangen",8685.861148,152.0577,573.01,2.3,1245,-17,14
2013,"Nordland",1804,"Bodo",3519.859052,2881.0543,3431.45,2.4,49203,186,718
2013,"Nordland",1805,"Narvik",308.305196,5.8293,200.61,2.5,18509,63,289
2013,"Nordland",1811,"Bindal",8523.019344,74.8181,641.29,2.4,1545,-15,18
2013,"Nordland",1812,"Somna",5440.795263,0,594.84,2.5,2033,2,20
2013,"Nordland",1813,"Bronnoy",14332.467716,79.9828,1052.81,2.5,7859,13,90
2013,"Nordland",1815,"Vega",3402.622929,182.3868,2756.44,2.6,1238,-5,13
2013,"Nordland",1816,"Vevelstad",6977.795737,156.3024,122.2,2.3,500,4,NA
2013,"Nordland",1818,"Heroy",7774.362509,377.5917,2197.73,2.6,1759,-12,78
2013,"Nordland",1820,"Alstahaug",5035.320386,0.592,397.61,2.5,7361,47,131
2013,"Nordland",1822,"Leirfjord",NA,10.8896,130.95,2.6,2144,2,24
2013,"Nordland",1824,"Vefsn",1389.717339,0,101.49,2.3,13252,14,140
2013,"Nordland",1827,"Donna",8026.238081,654.974,567.37,2.5,1431,-15,21
2013,"Nordland",1828,"Nesna",3652.797093,14.6198,219.63,2.7,1875,23,27
2013,"Nordland",1833,"Rana",5255.162955,126.3578,128.29,2.3,25752,27,252
2013,"Nordland",1834,"Luroy",12541.029484,371.4782,1072.51,2.3,1916,8,26
2013,"Nordland",1835,"Traena",1449.241021,13402.2908,1777.3,2.6,506,-6,3
2013,"Nordland",1836,"Rodoy",18218.903564,903.4805,2391.77,2.4,1310,0,17
2013,"Nordland",1837,"Meloy",4695.951202,682.5359,1872.46,2.5,6582,-16,208
2013,"Nordland",1838,"Gildeskal",11640.384411,17.1155,837.6,2.4,2006,3,61
2013,"Nordland",1840,"Saltdal",1331.181743,0.678,29.77,2.4,4745,-13,92
2013,"Nordland",1841,"Fauske",1724.650592,35.7708,84.29,2.4,9513,-5,155
2013,"Nordland",1845,"Sorfold",12402.546786,57.6409,192.04,2.4,1981,5,38
2013,"Nordland",1848,"Steigen",14714.675488,827.9565,2475.41,2.7,2552,-15,26
2013,"Nordland",1849,"Hamaroy",3499.569987,0.615,528.96,2.5,1791,-1,24
2013,"Nordland",1850,"Tysfjord",17433.390171,300.2018,465.3,2.5,1978,-7,53
2013,"Nordland",1851,"Lodingen",3788.311045,20006.472,516.46,2.8,2220,5,28
2013,"Nordland",1854,"Ballangen",4552.448536,0,260.93,2.4,2599,-7,35
2013,"Nordland",1859,"Flakstad",1113.827834,11213.2257,994.01,2.5,1376,5,28
2013,"Nordland",1860,"Vestvagoy",4139.547481,15086.058,1685.01,2.5,10870,12,189
2013,"Nordland",1865,"Vagan",4771.884996,18990.4161,1608.35,2.6,9207,-6,174
2013,"Nordland",1866,"Hadsel",15554.617067,2201.4102,617.87,2.5,8050,-22,161
2013,"Nordland",1867,"Bo",5497.341495,4332.2728,1579.07,2.5,2654,5,43
2013,"Nordland",1868,"Oksnes",9114.314722,28093.5146,1495.68,2.6,4472,23,92
2013,"Nordland",1870,"Sortland",4564.335384,2263.4421,371.13,2.5,10082,-2,202
2014,"Finnmark",2004,"Hammerfest",10772.285312,5589.6016,2379.58,2.6,10287,12,171
2014,"Finnmark",2012,"Alta",21670.551886,9.6623,708.22,2.4,19822,22,306
2014,"Finnmark",2014,"Loppa",9887.530108,0.3455,2119.69,2.5,1027,-13,24
2014,"Finnmark",2017,"Kvalsund",11691.685968,0,299.43,2.6,1051,-6,25
2014,"Finnmark",2018,"Masoy",13252.422308,38833.4443,2746.77,2.6,1241,4,38
2014,"Finnmark",2019,"Nordkapp",4006.069776,17688.7847,3172.78,2.9,3213,17,88
2014,"Finnmark",2022,"Lebesby",11503.761302,3927.5996,2269.84,2.5,1341,-4,37
2014,"Finnmark",2027,"Nesseby",1613.815465,495.2187,200.5,2.8,919,-5,16
2014,"Finnmark",2030,"Sor-Varanger",6222.480997,317.945,1135.7,2.4,10090,39,172
2014,"Troms",1902,"Tromso",11060.076524,48910.7529,2767.33,2.6,71590,476,871
2014,"Troms",1903,"Harstad",18799.489259,1137.2222,1075.25,2.6,24441,84,325
2014,"Troms",1911,"Kvaefjord",6145.634622,28.7583,189.03,2.5,3107,-8,42
2014,"Troms",1913,"Skanland",3635.994656,0.8705,85.75,2.4,2951,-17,41
2014,"Troms",1917,"Ibestad",15865.70632,0.8055,351.66,2.6,1436,-16,9
2014,"Troms",1919,"Gratangen",1664.713098,0.3308,61.93,2.5,1135,5,14
2014,"Troms",1920,"Lavangen",205.847029,0,22.93,2.2,1014,-10,17
2014,"Troms",1923,"Salangen",5488.051908,0,63.61,2.5,2223,16,23
2014,"Troms",1925,"Sorreisa",3842.584651,0,29.87,2.3,3450,8,44
2014,"Troms",1926,"Dyroy",14654.099753,0,181.21,2.4,1171,-2,18
2014,"Troms",1927,"Tranoy",10861.322151,0,414.56,2.5,1510,23,17
2014,"Troms",1928,"Torsken",16787.444844,6313.1575,832.68,2.7,878,13,22
2014,"Troms",1929,"Berg",1673.129041,26642.9082,836.66,2.8,918,1,26
2014,"Troms",1931,"Lenvik",8145.712187,4356.6206,702.95,2.4,11557,0,104
2014,"Troms",1936,"Karlsoy",12658.95598,14738.0617,4796.75,2.6,2334,-2,33
2014,"Troms",1938,"Lyngen",1117.893985,496.5471,487.07,2.5,2992,5,33
2014,"Troms",1940,"Kafjord",1068.254918,122.1118,124.17,2.5,2221,-17,41
2014,"Troms",1941,"Skjervoy",11900.19455,3330.1658,1088,2.4,2881,-9,72
2014,"Troms",1942,"Nordreisa",2600.90094,321.7371,243.72,2.5,4854,17,75
2014,"Troms",1943,"Kvaenangen",18028.502448,172.3151,573.01,2.5,1234,-8,18
2014,"Nordland",1804,"Bodo",1306.780987,1379.7514,3431.45,2.5,49731,155,695
2014,"Nordland",1805,"Narvik",1846.597281,2.5957,200.61,2.5,18705,11,314
2014,"Nordland",1811,"Bindal",11077.227009,98.7438,641.29,2.4,1503,-11,24
2014,"Nordland",1812,"Somna",1834.54575,0.18,594.84,2.5,2047,15,20
2014,"Nordland",1813,"Bronnoy",7545.11599,307.8876,1052.81,2.5,7897,17,138
2014,"Nordland",1815,"Vega",6543.59506,149.477,2756.44,2.8,1223,-5,18
2014,"Nordland",1816,"Vevelstad",3974.87531,0.1938,122.2,2.5,495,2,NA
2014,"Nordland",1818,"Heroy",8904.930968,247.2866,2197.73,2.5,1733,12,86
2014,"Nordland",1820,"Alstahaug",7133.173703,0,397.61,2.6,7394,19,117
2014,"Nordland",1824,"Vefsn",2689.282299,0.15,101.49,2.3,13286,22,185
2014,"Nordland",1827,"Donna",4682.794409,652.3838,567.37,2.6,1420,-3,22
2014,"Nordland",1828,"Nesna",3572.759036,27.307,219.63,2.7,1902,-4,26
2014,"Nordland",1833,"Rana",1472.815242,155.4664,128.29,2.3,25943,50,333
2014,"Nordland",1834,"Luroy",9180.472869,292.1703,1072.51,2.5,1901,10,44
2014,"Nordland",1835,"Traena",2703.367972,8136.4626,1777.3,2.7,489,3,8
2014,"Nordland",1836,"Rodoy",25627.413763,937.7021,2391.77,2.4,1305,-9,15
2014,"Nordland",1837,"Meloy",12091.134997,671.2805,1872.46,2.5,6491,-27,146
2014,"Nordland",1838,"Gildeskal",16813.986453,144.2431,837.6,2.4,2023,17,32
2014,"Nordland",1840,"Saltdal",958.565507,0,29.77,2.5,4690,13,92
2014,"Nordland",1841,"Fauske",1803.549195,39.7521,84.29,2.4,9556,4,161
2014,"Nordland",1845,"Sorfold",12386.482827,65.9588,192.04,2.4,1987,-4,39
2014,"Nordland",1848,"Steigen",22485.096573,657.1864,2475.41,2.8,2579,-17,40
2014,"Nordland",1849,"Hamaroy",2558.141786,0.3083,528.96,2.6,1820,-16,22
2014,"Nordland",1850,"Tysfjord",19608.758458,345.2141,465.3,2.6,2000,9,40
2014,"Nordland",1851,"Lodingen",5510.65706,21512.373,516.46,2.8,2248,-18,31
2014,"Nordland",1854,"Ballangen",4577.458963,0,260.93,2.5,2591,-8,37
2014,"Nordland",1859,"Flakstad",2641.325291,14559.633,994.01,2.5,1368,-17,23
2014,"Nordland",1860,"Vestvagoy",1192.253771,14324.8509,1685.01,2.5,10997,41,204
2014,"Nordland",1865,"Vagan",7113.314657,18727.3232,1608.35,2.6,9223,-5,151
2014,"Nordland",1866,"Hadsel",12488.698437,2505.178,617.87,2.6,8112,3,159
2014,"Nordland",1867,"Bo",2327.203308,4591.1914,1579.07,2.6,2642,0,64
2014,"Nordland",1868,"Oksnes",7496.743307,33716.716,1495.68,2.8,4562,26,130
2014,"Nordland",1870,"Sortland",7159.376,1452.981,371.13,2.5,10129,8,197
2015,"Finnmark",2004,"Hammerfest",15770.201343,3961.0817,2379.58,2.7,10417,-24,175
2015,"Finnmark",2012,"Alta",24729.517729,38.8499,708.22,2.4,19898,84,229
2015,"Finnmark",2014,"Loppa",11376.774749,0,2119.69,2.6,989,-9,NA
2015,"Finnmark",2015,"Hasvik",5256.382458,17708.1442,2212.36,2.5,1041,15,45
2015,"Finnmark",2017,"Kvalsund",918.265366999999,0,299.43,2.6,1049,-5,17
2015,"Finnmark",2018,"Masoy",1277.780113,31013.5498,2746.77,2.7,1241,-2,33
2015,"Finnmark",2019,"Nordkapp",3862.343789,18384.1592,3172.78,3,3278,9,61
2015,"Finnmark",2022,"Lebesby",6333.916383,3549.0349,2269.84,2.5,1343,-5,31
2015,"Finnmark",2027,"Nesseby",3170.553708,611.1042,200.5,2.9,934,-1,14
2015,"Finnmark",2030,"Sor-Varanger",2258.143975,280.059,1135.7,2.5,10221,-16,153
2015,"Troms",1902,"Tromso",13912.731627,34170.8704,2767.33,2.6,72681,306,814
2015,"Troms",1903,"Harstad",21540.669003,2055.8209,1075.25,2.6,24676,-18,289
2015,"Troms",1911,"Kvaefjord",9591.426144,169.9668,189.03,2.5,3076,-35,34
2015,"Troms",1913,"Skanland",11295.940477,0.3355,85.75,2.4,2988,0,32
2015,"Troms",1917,"Ibestad",9546.823164,0.6888,351.66,2.6,1410,8,14
2015,"Troms",1919,"Gratangen",3584.969753,0.2123,61.93,2.5,1137,-8,9
2015,"Troms",1920,"Lavangen",1710.438229,0,22.93,2.5,1008,12,NA
2015,"Troms",1923,"Salangen",5719.122623,0.469,63.61,2.6,2219,15,28
2015,"Troms",1926,"Dyroy",5049.261727,0,181.21,2.3,1154,-9,16
2015,"Troms",1927,"Tranoy",13688.397471,0,414.56,2.6,1544,4,11
2015,"Troms",1928,"Torsken",3861.498687,5397.903,832.68,3.4,884,2,20
2015,"Troms",1929,"Berg",14063.058037,20169.3855,836.66,2.8,905,-1,NA
2015,"Troms",1931,"Lenvik",23825.092098,3870.323,702.95,2.5,11535,16,93
2015,"Troms",1936,"Karlsoy",12074.29974,16598.8401,4796.75,2.7,2289,-19,23
2015,"Troms",1938,"Lyngen",2709.209792,388.6885,487.07,2.5,2922,-14,38
2015,"Troms",1940,"Kafjord",3988.041962,200.867,124.17,2.5,2182,-3,30
2015,"Troms",1941,"Skjervoy",6757.609083,6015.6273,1088,2.5,2895,-8,35
2015,"Troms",1942,"Nordreisa",10023.091407,211.795,243.72,2.5,4882,14,72
2015,"Troms",1943,"Kvaenangen",2906.603652,345.1761,573.01,2.5,1226,2,NA
2015,"Nordland",1804,"Bodo",4676.24941,1619.6486,3431.45,2.5,50185,69,597
2015,"Nordland",1805,"Narvik",3264.841836,5.011,200.61,2.5,18853,-48,254
2015,"Nordland",1811,"Bindal",15467.383728,85.7883,641.29,2.5,1482,-3,NA
2015,"Nordland",1813,"Bronnoy",17987.346246,317.0469,1052.81,2.6,7934,14,129
2015,"Nordland",1815,"Vega",2191.715575,191.9702,2756.44,2.8,1225,6,16
2015,"Nordland",1816,"Vevelstad",6882.954904,0,122.2,2.5,510,2,NA
2015,"Nordland",1818,"Heroy",9011.78061,203.3852,2197.73,2.7,1737,-4,19
2015,"Nordland",1820,"Alstahaug",5815.578458,0,397.61,2.6,7454,18,97
2015,"Nordland",1822,"Leirfjord",88.218569,12.25,130.95,2.7,2188,0,26
2015,"Nordland",1824,"Vefsn",1784.53158,0.0675,101.49,2.3,13352,23,168
2015,"Nordland",1827,"Donna",11708.101356,474.4753,567.37,2.5,1407,-7,8
2015,"Nordland",1828,"Nesna",5088.54252,25.5062,219.63,2.8,1871,-8,22
2015,"Nordland",1833,"Rana",3835.988836,0.976,128.29,2.3,26078,-15,293
2015,"Nordland",1834,"Luroy",11060.563253,312.141,1072.51,2.5,1917,-1,19
2015,"Nordland",1835,"Traena",1456.412123,9009.7855,1777.3,3.1,486,2,8
2015,"Nordland",1836,"Rodoy",23630.281838,774.3977,2391.77,2.5,1269,8,9
2015,"Nordland",1837,"Meloy",10101.387261,619.5177,1872.46,2.5,6454,6,87
2015,"Nordland",1838,"Gildeskal",18247.356309,333.8362,837.6,2.5,2014,-8,14
2015,"Nordland",1840,"Saltdal",4560.026337,0.07,29.77,2.4,4734,-21,70
2015,"Nordland",1841,"Fauske",1562.955413,17.8589,84.29,2.4,9622,-10,134
2015,"Nordland",1845,"Sorfold",10743.498343,70.0944,192.04,2.4,1953,-4,21
2015,"Nordland",1848,"Steigen",18058.3319,691.4089,2475.41,2.7,2507,-11,28
2015,"Nordland",1849,"Hamaroy",958.85655,0,528.96,2.7,1811,-11,26
2015,"Nordland",1850,"Tysfjord",18262.004096,85.8221,465.3,2.4,1996,0,23
2015,"Nordland",1851,"Lodingen",6695.620456,18577.9375,516.46,2.9,2160,-3,21
2015,"Nordland",1854,"Ballangen",2120.746001,0,260.93,2.4,2581,-7,30
2015,"Nordland",1860,"Vestvagoy",NA,14554.4109,1685.01,2.6,11140,12,195
2015,"Nordland",1865,"Vagan",NA,20923.5588,1608.35,2.7,9285,34,99
2015,"Nordland",1866,"Hadsel",7800.060707,2150.7805,617.87,2.6,8057,12,129
2015,"Nordland",1867,"Bo",5648.764667,3583.649,1579.07,2.6,2642,4,56
2015,"Nordland",1868,"Oksnes",6520.647005,30009.7565,1495.68,2.9,4563,-7,129
2015,"Nordland",1870,"Sortland",7971.764233,1018.6305,371.13,2.5,10166,50,172
2015,"Nordland",1874,"Moskenes",477.79166,8034.2224,1473.84,2.8,1070,-2,27
2016,"Finnmark",2004,"Hammerfest",15690.328341,4887.1883,2379.58,2.7,10455,39,191
2016,"Finnmark",2012,"Alta",26874.818369,27.014,708.22,2.5,20097,98,196
2016,"Finnmark",2014,"Loppa",1755.554043,64.6618,2119.69,2.7,951,16,9
2016,"Finnmark",2015,"Hasvik",3326.01865,22301.2975,2212.36,2.6,1054,-5,45
2016,"Finnmark",2017,"Kvalsund",5621.656376,0,299.43,2.6,1035,5,18
2016,"Finnmark",2018,"Masoy",7155.219101,30215.6165,2746.77,2.7,1215,-3,38
2016,"Finnmark",2019,"Nordkapp",4847.358964,13367.4768,3172.78,3,3276,3,67
2016,"Finnmark",2022,"Lebesby",13187.755056,3379.1851,2269.84,3.1,1318,5,29
2016,"Finnmark",2027,"Nesseby",5661.952868,271.2921,200.5,2.8,959,-6,14
2016,"Finnmark",2030,"Sor-Varanger",2142.776713,440.9803,1135.7,2.5,10227,-16,188
2016,"Troms",1902,"Tromso",17424.863817,34786.0904,2767.33,2.6,73480,296,760
2016,"Troms",1903,"Harstad",17325.681362,1706.2248,1075.25,2.6,24695,47,294
2016,"Troms",1911,"Kvaefjord",7459.150973,158.0057,189.03,2.5,3029,-3,31
2016,"Troms",1913,"Skanland",3926.087421,0,85.75,2.4,3041,9,53
2016,"Troms",1917,"Ibestad",13589.719928,0.3825,351.66,2.5,1403,-1,10
2016,"Troms",1919,"Gratangen",4176.625472,0,61.93,2.4,1137,-14,13
2016,"Troms",1920,"Lavangen",4741.566809,0,22.93,2.6,1051,7,13
2016,"Troms",1923,"Salangen",671.565394,0,63.61,2.4,2230,-17,21
